"kc.bodyId","kc.instance","kc.type","nb.cluster","kc.largetype","nclaw","npostsyn"
"477262101","KCab-c_R","kcabc","c","alphabeta",3,31
"5812982760","KCab-c_R","kcabc","c","alphabeta",5,33
"5813059951","KCa'b'-ap2_R","kcabprimeap2","a","alphaprimebetaprime",7,76
"766820559","KCab-m_R","kcabm","a","alphabeta",4,77
"693500431","KCg-m_R","kcg","a","gamma",8,161
"5812981333","KCa'b'-ap2_R","kcabprimeap2","a","alphaprimebetaprime",5,87
"724867606","KCg-m_R","kcg","a","gamma",7,137
"1203424360","KCg-m_R","kcg","a","gamma",9,132
"1141976953","KCg-m_R","kcg","a","gamma",8,135
"631374662","KC part due to gap","unknown","c","unknown",5,72
"630722830","KCab-s_R","kcabs","d","alphabeta",4,81
"5813033127","KCa'b'-ap2_R","kcabprimeap2","d","alphaprimebetaprime",4,57
"570643135","KCg-m_R","kcg","d","gamma",8,131
"5813032771","KCg-s2(super)_R","kcgs","d","gamma",3,0
"5812982420","KCg-m_R","kcg","d","gamma",11,111
"5812979175","KCg-m_R","kcg","b","gamma",5,75
"941102504","KCab-m_R","kcabm","a","alphabeta",5,92
"332344539","KCab-c_R","kcabc","a","alphabeta",4,14
"767502667","KCab-c_R","kcabc","a","alphabeta",4,43
"5813021848","KCa'b'-ap2_R","kcabprimeap2","b","alphaprimebetaprime",6,67
"5812982874","KCg-t_R","kcgt","a","gamma",5,71
"877982991","KCab-c_R","kcabc","b","alphabeta",5,52
"1141290835","KCg-m_R","kcg","c","gamma",6,103
"5812983423","KCab-m_R","kcabm","b","alphabeta",6,78
"5812981602","KCa'b'-ap2_R","kcabprimeap2","b","alphaprimebetaprime",6,46
"5812982875","KCg-m_R","kcg","c","gamma",9,157
"5812982620","KCg-m_R","kcg","a","gamma",7,143
"829231385","KCab-m_R","kcabm","a","alphabeta",4,48
"846952407","KCab-m_R","kcabm","b","alphabeta",4,64
"455793621","KCab-s_R","kcabs","b","alphabeta",7,86
"5812983861","KCab-m_R","kcabm","a","alphabeta",6,82
"909730911","KCab-m_R","kcabm","a","alphabeta",5,97
"630727056","KCg-m_R","kcg","b","gamma",9,184
"5812981960","KCa'b'-m_R","kcabprimem","a","alphaprimebetaprime",5,91
"5812982832","KCg-m_R","kcg","a","gamma",12,158
"517850316","KCa'b'-ap2_R","kcabprimeap2","b","alphaprimebetaprime",5,54
"1004527691","KCg-m_R","kcg","a","gamma",6,119
"633148859","KCg-m_R","kcg","a","gamma",9,193
"416837168","KCg-m_R","kcg","d","gamma",10,242
"5812982506","KCg-m_R","kcg","d","gamma",8,141
"661399477","KCg-m_R","kcg","d","gamma",7,143
"5812982372","KCab-m_R","kcabm","c","alphabeta",5,90
"724488194","KC part due to gap","unknown",NA,"unknown",3,22
"5813054643","KCab-m_R","kcabm","d","alphabeta",5,86
"5813053886","KCg-m_R","kcg","d","gamma",8,185
"693785740","KC part due to gap","unknown",NA,"unknown",7,92
"5812981607","KCab-s_R","kcabs","d","alphabeta",7,91
"5812981290","KCa'b'-ap2_R","kcabprimeap2","d","alphaprimebetaprime",2,52
"860266377","KCab-c_R","kcabc","a","alphabeta",5,70
"940420292","KCa'b'-m_R","kcabprimem","a","alphaprimebetaprime",5,46
"549576424","KCab-m_R","kcabm","a","alphabeta",4,74
"363370913","KCab-m_R","kcabm","a","alphabeta",3,40
"860607450","KCab-c_R","kcabc","a","alphabeta",4,29
"393736822","KCab-m_R","kcabm","b","alphabeta",6,104
"5812982706","KCa'b'-m_R","kcabprimem","a","alphaprimebetaprime",6,67
"849370246","KCab-s_R","kcabs","a","alphabeta",4,85
"736467640","KCab-m_R","kcabm","a","alphabeta",3,72
"5813021023","KCab-c_R","kcabc","b","alphabeta",4,46
"939030036","KCab-m_R","kcabm","b","alphabeta",6,73
"642680881","KCab-m_R","kcabm","a","alphabeta",4,78
"363384083","KCab-m_R","kcabm","a","alphabeta",5,73
"5813021832","KCa'b'-m_R","kcabprimem","b","alphaprimebetaprime",4,88
"333031114","KCab-m_R","kcabm","a","alphabeta",5,56
"908689934","KCab-m_R","kcabm","b","alphabeta",4,55
"5812983451","KCa'b'-ap2_R","kcabprimeap2","a","alphaprimebetaprime",4,36
"860607503","KCab-c_R","kcabc","a","alphabeta",5,26
"5813047221","KCa'b'-m_R","kcabprimem","a","alphaprimebetaprime",5,56
"878670047","KCab-m_R","kcabm","b","alphabeta",5,63
"860266123","KCab-c_R","kcabc","b","alphabeta",4,52
"910063307","KCab-s_R","kcabs","b","alphabeta",5,84
"425436170","KCab-m_R","kcabm","b","alphabeta",6,76
"767852204","KCa'b'-m_R","kcabprimem","b","alphaprimebetaprime",4,46
"518187118","KCa'b'-ap2_R","kcabprimeap2","b","alphaprimebetaprime",5,33
"5813022054","KCab-m_R","kcabm","c","alphabeta",4,82
"910412830","KCab-m_R","kcabm","c","alphabeta",6,80
"568635279","KCab-m_R","kcabm","c","alphabeta",5,90
"5812979187","KCg-m_R","kcg","b","gamma",8,149
"549908737","KCa'b'-ap2_R","kcabprimeap2","c","alphaprimebetaprime",7,77
"5813104096","KCg-m_R","kcg","c","gamma",9,170
"5813086212","KCab-c_R","kcabc","c","alphabeta",6,55
"5813078499","KCa'b'-m_R","kcabprimem","b","alphaprimebetaprime",3,55
"848316930","KCab-c_R","kcabc","b","alphabeta",4,24
"394755632","KCab-c_R","kcabc","d","alphabeta",1,9
"394414783","KCab-m_R","kcabm","d","alphabeta",1,16
"5813090861","KCab-m_R","kcabm","c","alphabeta",5,107
"5813032874","KCa'b'-ap2_R","kcabprimeap2","d","alphaprimebetaprime",3,30
"5813069114","KCab-s_R","kcabs","d","alphabeta",5,90
"5812980395","KCab-m_R","kcabm","d","alphabeta",4,72
"569939107","KC part due to gap","unknown","d","unknown",1,15
"5812982204","KCab-c_R","kcabc","d","alphabeta",5,58
"5813106192","KCab-m_R","kcabm","d","alphabeta",5,72
"5812983206","KCab-m_R","kcabm","d","alphabeta",3,70
"518532490","KCa'b'-m_R","kcabprimem","d","alphaprimebetaprime",4,57
"1421666260","KCab-m_R","kcabm","d","alphabeta",5,69
"754491144","KC part due to gap","unknown",NA,"unknown",2,12
"785525842","KC part due to gap","unknown",NA,"unknown",2,15
"755527664","KC part due to gap","unknown",NA,"unknown",3,15
"5812980799","KCab-c_R","kcabc","d","alphabeta",3,31
"5813040892","KC part due to gap","unknown",NA,"unknown",3,29
"5812981590","KCa'b'-m_R","kcabprimem","d","alphaprimebetaprime",4,61
"693121000","KC part due to gap","unknown",NA,"unknown",2,12
"5812981399","KCa'b'-m_R","kcabprimem","d","alphaprimebetaprime",3,67
"5812981141","KCg-m_R","kcg","d","gamma",7,175
"5812979188","KCg-m_R","kcg","a","gamma",9,131
"723853340","KCab-s_R","kcabs","b","alphabeta",5,65
"754184667","KCab-s_R","kcabs","b","alphabeta",5,57
"5813021799","KCa'b'-ap2_R","kcabprimeap2","a","alphaprimebetaprime",6,85
"570647366","KC part due to gap","unknown","d","unknown",8,127
"1078875017","KCab-s_R","kcabs","b","alphabeta",5,73
"5812981160","KCg-m_R","kcg","a","gamma",11,215
"5813062850","KCab-s_R","kcabs","a","alphabeta",6,87
"1313496027","KCa'b'-ap2_R","kcabprimeap2","c","alphaprimebetaprime",6,96
"363733406","KCab-s_R","kcabs","b","alphabeta",6,65
"861634934","KCa'b'-m_R","kcabprimem","b","alphaprimebetaprime",5,56
"1016118651","KCab-c_R","kcabc","a","alphabeta",5,42
"1171704378","KCg-m_R","kcg","b","gamma",4,102
"362697657","KCab-s_R","kcabs","b","alphabeta",6,91
"662103124","KCab-c_R","kcabc","b","alphabeta",5,44
"860607367","KCab-c_R","kcabc","a","alphabeta",6,31
"1141342260","KCg-m_R","kcg","b","gamma",8,131
"5812983454","KCab-s_R","kcabs","b","alphabeta",4,52
"5901197726","KCg-m_R","kcg","c","gamma",10,107
"301314154","KCab-c_R","kcabc","a","alphabeta",6,48
"5813056313","KCa'b'-ap2_R","kcabprimeap2","c","alphaprimebetaprime",5,111
"735785741","KCab-s_R","kcabs","c","alphabeta",6,90
"5812981279","KCa'b'-ap2_R","kcabprimeap2","d","alphaprimebetaprime",5,85
"5813021781","KCa'b'-ap2_R","kcabprimeap2","c","alphaprimebetaprime",6,80
"643703819","KCab-s_R","kcabs","d","alphabeta",7,98
"478250482","KCg-m_R","kcg","d","gamma",9,167
"5813077583","KCa'b'-ap2_R","kcabprimeap2","c","alphaprimebetaprime",5,93
"549222167","KCa'b'-ap2_R","kcabprimeap2","c","alphaprimebetaprime",5,106
"5812982578","KCg-m_R","kcg","c","gamma",7,162
"478660968","KCg-m_R","kcg","a","gamma",8,152
"5812983658","KCg-m_R","kcg","a","gamma",7,135
"5812981689","KCa'b'-m_R","kcabprimem","d","alphaprimebetaprime",4,87
"5813056309","KCg-m_R","kcg","a","gamma",7,116
"5813032967","KCg-m_R","kcg","a","gamma",8,122
"940083749","KCab-c_R","kcabc","a","alphabeta",4,47
"798874090","KCab-s_R","kcabs","a","alphabeta",6,69
"877987539","KCab-c_R","kcabc","b","alphabeta",4,28
"363729312","KCab-m_R","kcabm","b","alphabeta",4,54
"5813083719","KCab-m_R","kcabm","a","alphabeta",5,66
"910386568","KCab-c_R","kcabc","b","alphabeta",4,32
"548549395","KCa'b'-m_R","kcabprimem","d","alphaprimebetaprime",6,88
"5813011555","KCab-m_R","kcabm","c","alphabeta",3,77
"662418320","KCg-m_R","kcg","c","gamma",5,133
"5813033009","KCab-s_R","kcabs","d","alphabeta",7,88
"5812982766","KCg-m_R","kcg","c","gamma",11,199
"631396453","KCab-m_R","kcabm","c","alphabeta",5,99
"5812981563","KCa'b'-ap2_R","kcabprimeap2","d","alphaprimebetaprime",4,68
"661408094","KCab-m_R","kcabm","d","alphabeta",5,80
"5901205770","KCab-s_R","kcabs","c","alphabeta",7,96
"723469488","KC part due to gap","unknown",NA,"unknown",3,21
"1108545599","KCab-s_R","kcabs","a","alphabeta",6,120
"5813077611","KCg-m_R","kcg","c","gamma",8,141
"5812981989","KCg-t_R","kcgt","a","gamma",5,112
"5812983330","KCg-m_R","kcg","a","gamma",7,169
"785232649","KCg-m_R","kcg","a","gamma",6,125
"5813021411","KCab-c_R","kcabc","c","alphabeta",6,53
"829572252","KCab-c_R","kcabc","a","alphabeta",6,35
"724885340","KCg-m_R","kcg","a","gamma",7,122
"5812980408","KCab-s_R","kcabs","d","alphabeta",5,90
"1142019868","KCg-m_R","kcg","c","gamma",5,104
"940079170","KCab-s_R","kcabs","a","alphabeta",7,102
"849370258","KCab-s_R","kcabs","a","alphabeta",8,97
"5813082811","KCab-s_R","kcabs","a","alphabeta",4,73
"394755782","KCab-c_R","kcabc","a","alphabeta",4,35
"5813032811","KCa'b'-m_R","kcabprimem","a","alphaprimebetaprime",3,41
"5813060799","KCg-m_R","kcg","b","gamma",10,154
"860603005","KCab-c_R","kcabc","a","alphabeta",4,32
"394060620","KCab-s_R","kcabs","d","alphabeta",6,88
"5813032759","KCab-m_R","kcabm","d","alphabeta",5,124
"447224575","KCg-m_R","kcg","d","gamma",9,193
"785888696","KCab-c_R","kcabc","d","alphabeta",3,15
"538308362","KCab-m_R","kcabm","c","alphabeta",5,121
"5813077572","KCg-m_R","kcg","d","gamma",6,130
"5812982198","KC part due to gap","unknown","d","unknown",3,68
"5812982490","KCab-s_R","kcabs","d","alphabeta",5,90
"5812979408","KCg-m_R","kcg","c","gamma",8,164
"755177787","KCab-m_R","kcabm","d","alphabeta",6,99
"5813065308","KCab-m_R","kcabm","d","alphabeta",7,99
"5812981944","KCab-s_R","kcabs","d","alphabeta",5,77
"754486618","KC part due to gap","unknown",NA,"unknown",1,12
"5813021417","KC part due to gap","unknown",NA,"unknown",5,60
"548889938","KCa'b'-m_R","kcabprimem","d","alphaprimebetaprime",4,80
"5812981322","KCa'b'-ap2_R","kcabprimeap2","a","alphaprimebetaprime",7,71
"5812980973","KCg-m_R","kcg","b","gamma",5,100
"5812982177","KCab-m_R","kcabm","b","alphabeta",5,77
"1204076441","KCg-m_R","kcg","b","gamma",10,116
"548885407","KCa'b'-ap2_R","kcabprimeap2","b","alphaprimebetaprime",4,40
"5812980448","KCab-c_R","kcabc","a","alphabeta",3,42
"1141337629","KCg-m_R","kcg","b","gamma",6,109
"487493197","KCa'b'-ap2_R","kcabprimeap2","d","alphaprimebetaprime",6,83
"5813093544","KCab-m_R","kcabm","d","alphabeta",5,78
"5813068690","KCa'b'-m_R","kcabprimem","c","alphaprimebetaprime",6,79
"694126800","KC part due to gap","unknown",NA,"unknown",6,55
"5813056299","KCa'b'-m_R","kcabprimem","c","alphaprimebetaprime",7,95
"1204443547","KCg-m_R","kcg","c","gamma",9,190
"393383025","KCab-s_R","kcabs","c","alphabeta",7,104
"363030040","KCab-s_R","kcabs","b","alphabeta",5,67
"5812980219","KCab-m_R","kcabm","a","alphabeta",6,73
"5812982442","KCg-m_R","kcg","b","gamma",7,139
"785232629","KCab-c_R","kcabc","b","alphabeta",4,32
"5813032734","KCab-m_R","kcabm","b","alphabeta",5,71
"5812982088","KCa'b'-m_R","kcabprimem","a","alphaprimebetaprime",6,76
"570643193","KCg-m_R","kcg","d","gamma",8,145
"692110379","KCab-s_R","kcabs","b","alphabeta",6,69
"817294806","KCa'b'-ap2_R","kcabprimeap2","b","alphaprimebetaprime",2,25
"1359553384","KCab-s_R","kcabs","a","alphabeta",7,107
"5812982388","KCab-m_R","kcabm","c","alphabeta",6,109
"5812984045","KCa'b'-ap2_R","kcabprimeap2","c","alphaprimebetaprime",6,85
"642681035","KCab-m_R","kcabm","c","alphabeta",4,78
"1233703950","KCab-s_R","kcabs","c","alphabeta",6,83
"394418743","KCab-m_R","kcabm","c","alphabeta",4,83
"5813081511","KCab-c_R","kcabc","c","alphabeta",3,77
"1172670463","KCg-m_R","kcg","b","gamma",6,82
"5901207528","KCab-c_R","kcabc","c","alphabeta",6,83
"5813021474","KC part due to gap","unknown",NA,"unknown",6,47
"507260559","KCab-m_R","kcabm","c","alphabeta",3,75
"363034211","KCab-m_R","kcabm","d","alphabeta",5,95
"5813020271","KCa'b'-ap2_R","kcabprimeap2","d","alphaprimebetaprime",5,109
"5813069379","KCa'b'-ap2_R","kcabprimeap2","c","alphaprimebetaprime",3,80
"641653381","KCa'b'-m_R","kcabprimem","d","alphaprimebetaprime",5,81
"784848513","KC part due to gap","unknown",NA,"unknown",1,7
"785525736","KCab-m_R","kcabm","d","alphabeta",4,80
"5812980615","KCab-m_R","kcabm","c","alphabeta",5,96
"5813021277","KCab-m_R","kcabm","d","alphabeta",5,126
"923013923","KCab-c_R","kcabc","d","alphabeta",2,55
"549917317","KCab-m_R","kcabm","c","alphabeta",5,78
"5812981104","KCab-m_R","kcabm","c","alphabeta",5,86
"923359312","KCab-s_R","kcabs","c","alphabeta",5,78
"394764082","KCab-m_R","kcabm","c","alphabeta",4,78
"693099031","KCg-m_R","kcg","d","gamma",5,81
"5813021441","KCab-m_R","kcabm","d","alphabeta",3,100
"538282782","KCab-m_R","kcabm","c","alphabeta",5,76
"5813058069","KCab-m_R","kcabm","c","alphabeta",5,77
"1200687913","KCa'b'-ap2_R","kcabprimeap2","d","alphaprimebetaprime",4,87
"425104216","KCab-m_R","kcabm","d","alphabeta",7,90
"5812981400","KCa'b'-m_R","kcabprimem","d","alphaprimebetaprime",7,102
"735785541","KCab-s_R","kcabs","c","alphabeta",5,79
"5812982761","KCab-m_R","kcabm","c","alphabeta",6,102
"600011602","KCab-m_R","kcabm","c","alphabeta",6,78
"5813021312","KCab-m_R","kcabm","d","alphabeta",2,40
"5812981671","KCab-m_R","kcabm","c","alphabeta",3,61
"815909099","KCg-m_R","kcg","b","gamma",6,81
"569615641","KCab-s_R","kcabs","d","alphabeta",6,68
"735785459","KCab-m_R","kcabm","c","alphabeta",3,49
"694139687","KC part due to gap","unknown",NA,"unknown",3,17
"815240159","KCab-m_R","kcabm","b","alphabeta",4,55
"860266062","KCab-m_R","kcabm","a","alphabeta",6,81
"878337317","KCab-m_R","kcabm","b","alphabeta",5,68
"705082892","KCa'b'-m_R","kcabprimem","b","alphaprimebetaprime",4,67
"908690107","KCab-m_R","kcabm","b","alphabeta",4,67
"579583329","KCa'b'-m_R","kcabprimem","b","alphaprimebetaprime",7,70
"363034407","KCab-m_R","kcabm","b","alphabeta",6,84
"877318574","KCab-m_R","kcabm","b","alphabeta",7,117
"5812981564","KCa'b'-m_R","kcabprimem","b","alphaprimebetaprime",7,56
"846611449","KCab-c_R","kcabc","b","alphabeta",3,62
"1172372382","KCg-m_R","kcg","b","gamma",8,151
"860257495","KCab-m_R","kcabm","b","alphabeta",5,72
"571044587","KCy(half)","kcg","c","gamma",2,28
"5813020830","KCab-m_R","kcabm","d","alphabeta",5,69
"5813113782","KCab-m_R","kcabm","b","alphabeta",5,60
"5812982087","KCa'b'-m_R","kcabprimem","b","alphaprimebetaprime",4,33
"846952683","KCab-m_R","kcabm","b","alphabeta",5,54
"5812983213","KCab-s_R","kcabs","a","alphabeta",4,46
"5813062842","KCa'b'-m_R","kcabprimem","c","alphaprimebetaprime",4,60
"580610916","KCab-m_R","kcabm","c","alphabeta",4,69
"1142706421","KCg-m_R","kcg","c","gamma",5,89
"5813067869","KCab-m_R","kcabm","b","alphabeta",4,78
"830586919","KCa'b'-ap2_R","kcabprimeap2","c","alphaprimebetaprime",3,60
"5812980376","KCab-m_R","kcabm","d","alphabeta",4,62
"5813070672","KCg-m_R","kcg","b","gamma",8,119
"5813057869","KCg-m_R","kcg","d","gamma",7,158
"570314896","KCa'b'-m_R","kcabprimem","d","alphaprimebetaprime",6,102
"693785780","KC part due to gap","unknown","d","unknown",3,23
"1109223365","KCab-m_R","kcabm","d","alphabeta",6,107
"662409582","KCa'b'-ap2_R","kcabprimeap2","d","alphaprimebetaprime",6,81
"692775814","KC part due to gap","unknown",NA,"unknown",4,75
"1390942076","KCab-s_R","kcabs","c","alphabeta",4,96
"5813019609","KCab-s_R","kcabs","a","alphabeta",4,71
"939738424","KCab-c_R","kcabc","a","alphabeta",5,99
"971118202","KCab-m_R","kcabm","a","alphabeta",4,51
"1069295830","KCg-m_R","kcg","b","gamma",8,170
"5813020089","KCg-m_R","kcg","a","gamma",7,138
"5813068692","KCa'b'-ap2_R","kcabprimeap2","a","alphaprimebetaprime",5,75
"488188560","KCab-s_R","kcabs","d","alphabeta",7,105
"5813032946","KCab-c_R","kcabc","c","alphabeta",6,53
"817993932","KCab-s_R","kcabs","a","alphabeta",4,81
"940079568","KCab-m_R","kcabm","a","alphabeta",7,78
"332344908","KCab-m_R","kcabm","a","alphabeta",4,69
"394759837","KCab-m_R","kcabm","a","alphabeta",5,83
"5813056327","KCa'b'-m_R","kcabprimem","b","alphaprimebetaprime",6,69
"5812982436","KCg-m_R","kcg","b","gamma",8,135
"1173408617","KCg-m_R","kcg","b","gamma",7,159
"735785583","KCab-s_R","kcabs","d","alphabeta",6,98
"5813021174","KCa'b'-m_R","kcabprimem","d","alphaprimebetaprime",4,61
"1231718414","KCa'b'-ap2_R","kcabprimeap2","c","alphaprimebetaprime",5,60
"5813021399","KCab-s_R","kcabs","c","alphabeta",5,84
"5812982162","KCab-m_R","kcabm","c","alphabeta",4,78
"395105113","KCab-m_R","kcabm","a","alphabeta",3,69
"940748411","KCab-m_R","kcabm","a","alphabeta",6,76
"5812983112","KCa'b'-m_R","kcabprimem","b","alphaprimebetaprime",5,55
"891301236","KCab-m_R","kcabm","a","alphabeta",5,78
"755234235","KCab-c_R","kcabc","b","alphabeta",3,16
"910404284","KCab-m_R","kcabm","a","alphabeta",5,83
"550598935","KCab-s_R","kcabs","b","alphabeta",5,77
"971459227","KCab-m_R","kcabm","a","alphabeta",3,74
"704750742","KCab-s_R","kcabs","b","alphabeta",4,101
"673715784","KCab-m_R","kcabm","a","alphabeta",4,69
"878652627","KCa'b'-m_R","kcabprimem","b","alphaprimebetaprime",5,51
"879032295","KCab-m_R","kcabm","b","alphabeta",5,95
"5813021645","KCa'b'-m_R","kcabprimem","a","alphaprimebetaprime",6,105
"5813061625","KCab-m_R","kcabm","b","alphabeta",5,99
"891978843","KCab-c_R","kcabc","a","alphabeta",6,75
"971118724","KCab-c_R","kcabc","a","alphabeta",3,54
"970777224","KCab-c_R","kcabc","a","alphabeta",3,22
"332008063","KCab-m_R","kcabm","a","alphabeta",5,93
"5813087453","KCab-m_R","kcabm","a","alphabeta",5,123
"5813021778","KCa'b'-m_R","kcabprimem","b","alphaprimebetaprime",4,50
"705432922","KCab-m_R","kcabm","a","alphabeta",6,90
"909704857","KCab-c_R","kcabc","a","alphabeta",3,36
"642689607","KCab-m_R","kcabm","a","alphabeta",4,64
"940084152","KCab-c_R","kcabc","a","alphabeta",4,32
"940087822","KCab-c_R","kcabc","a","alphabeta",1,19
"5812981673","KCab-s_R","kcabs","b","alphabeta",5,80
"798192115","KCab-m_R","kcabm","a","alphabeta",4,58
"643362770","KCab-s_R","kcabs","a","alphabeta",7,80
"1200351200","KCa'b'-ap2_R","kcabprimeap2","a","alphaprimebetaprime",6,78
"798192091","KCab-m_R","kcabm","a","alphabeta",4,44
"816962833","KCa'b'-ap2_R","kcabprimeap2","a","alphaprimebetaprime",3,47
"908668556","KCab-m_R","kcabm","b","alphabeta",5,75
"5813021263","KCab-s_R","kcabs","a","alphabeta",5,52
"333030976","KCab-m_R","kcabm","a","alphabeta",4,85
"5812983851","KCab-m_R","kcabm","a","alphabeta",6,90
"877659673","KCab-m_R","kcabm","b","alphabeta",4,70
"5813021135","KCab-c_R","kcabc","b","alphabeta",4,38
"939738477","KCab-m_R","kcabm","a","alphabeta",4,94
"940070913","KCab-m_R","kcabm","a","alphabeta",5,70
"5813057942","KCa'b'-m_R","kcabprimem","a","alphaprimebetaprime",3,51
"549230949","KCa'b'-ap2_R","kcabprimeap2","a","alphaprimebetaprime",4,51
"940079771","KCab-m_R","kcabm","a","alphabeta",5,74
"363034501","KCab-c_R","kcabc","a","alphabeta",3,47
"939742503","KCab-c_R","kcabc","a","alphabeta",3,37
"5813021397","KCab-c_R","kcabc","c","alphabeta",5,67
"1078525257","KCab-m_R","kcabm","c","alphabeta",4,53
"829015629","KCab-m_R","kcabm","d","alphabeta",4,87
"5813055916","KCab-c_R","kcabc","c","alphabeta",3,52
"394064790","KCab-m_R","kcabm","c","alphabeta",5,87
"5813021779","KCa'b'-ap2_R","kcabprimeap2","c","alphaprimebetaprime",5,62
"5901225361","KCg-m_R","kcg","b","gamma",7,154
"549572017","KCab-m_R","kcabm","a","alphabeta",5,67
"877313996","KCab-c_R","kcabc","b","alphabeta",4,28
"815921891","KCab-c_R","kcabc","b","alphabeta",4,24
"5812983346","KCab-m_R","kcabm","b","alphabeta",4,70
"736122569","KCab-m_R","kcabm","b","alphabeta",4,53
"5813096260","KCa'b'-ap2_R","kcabprimeap2","b","alphaprimebetaprime",3,40
"5812980446","KCab-m_R","kcabm","a","alphabeta",6,81
"5813021292","KCab-c_R","kcabc","d","alphabeta",5,55
"363729314","KCab-m_R","kcabm","b","alphabeta",6,69
"548898520","KCa'b'-m_R","kcabprimem","c","alphaprimebetaprime",4,44
"486837442","KCa'b'-m_R","kcabprimem","c","alphaprimebetaprime",4,50
"580951922","KCab-m_R","kcabm","c","alphabeta",3,54
"5813057213","KCab-m_R","kcabm","c","alphabeta",5,64
"5813021314","KCab-m_R","kcabm","d","alphabeta",5,74
"394069210","KCab-m_R","kcabm","c","alphabeta",4,106
"630722975","KC part due to gap","unknown",NA,"unknown",4,68
"5812982316","KCab-m_R","kcabm","c","alphabeta",4,71
"661408056","KCg-m_R","kcg","a","gamma",6,135
"5812983174","KCa'b'-m_R","kcabprimem","b","alphaprimebetaprime",4,82
"5812981990","KCg-m_R","kcg","d","gamma",8,149
"754188911","KCg-m_R","kcg","c","gamma",4,62
"5813110928","KCab-s_R","kcabs","c","alphabeta",4,40
"5813096281","KCab-c_R","kcabc","c","alphabeta",8,100
"332353106","KCab-m_R","kcabm","b","alphabeta",4,78
"693099102","KCg-m_R","kcg","d","gamma",2,56
"5813067836","KCab-m_R","kcabm","d","alphabeta",8,111
"5812981690","KCab-m_R","kcabm","d","alphabeta",6,78
"550271272","KCab-s_R","kcabs","d","alphabeta",4,92
"724133866","KC part due to gap","unknown",NA,"unknown",3,67
"798196366","KCab-m_R","kcabm","a","alphabeta",7,88
"5812980593","KCab-m_R","kcabm","a","alphabeta",4,85
"5812980351","KCab-s_R","kcabs","c","alphabeta",5,69
"5813020057","KCa'b'-ap2_R","kcabprimeap2","c","alphaprimebetaprime",6,86
"363375408","KCab-c_R","kcabc","c","alphabeta",5,89
"394755742","KCab-c_R","kcabc","a","alphabeta",3,19
"5812980179","KCab-s_R","kcabs","c","alphabeta",6,99
"860944055","KCab-c_R","kcabc","c","alphabeta",2,66
"5813019770","KCab-c_R","kcabc","c","alphabeta",4,65
"5812980438","KCab-m_R","kcabm","d","alphabeta",4,68
"984405805","KCab-m_R","kcabm","c","alphabeta",5,96
"5813056110","KCab-m_R","kcabm","c","alphabeta",3,68
"662763626","KCg-m_R","kcg","d","gamma",5,135
"5813032541","KCg-m_R","kcg","d","gamma",7,150
"363371001","KCab-m_R","kcabm","d","alphabeta",1,22
"5812980965","KCab-c_R","kcabc","c","alphabeta",6,81
"785521487","KC part due to gap","unknown",NA,"unknown",1,11
"333039671","KCab-m_R","kcabm","d","alphabeta",4,89
"331662668","KCab-m_R","kcabm","c","alphabeta",4,58
"5812980557","KCab-m_R","kcabm","d","alphabeta",5,118
"632013356","KCab-m_R","kcabm","d","alphabeta",3,62
"891642281","KCab-c_R","kcabc","c","alphabeta",4,38
"364061776","KCab-m_R","kcabm","d","alphabeta",5,89
"5812983038","KCab-m_R","kcabm","d","alphabeta",4,77
"5812981943","KCab-s_R","kcabs","d","alphabeta",8,92
"539249493","KCab-m_R","kcabm","d","alphabeta",5,87
"1420651734","KCab-m_R","kcabm","d","alphabeta",5,118
"394755376","KCab-m_R","kcabm","d","alphabeta",6,56
"5813056395","KCab-m_R","kcabm","d","alphabeta",5,100
"5813068687","KCa'b'-m_R","kcabprimem","a","alphaprimebetaprime",3,42
"940425106","KCab-m_R","kcabm","a","alphabeta",4,115
"5813056390","KCa'b'-ap2_R","kcabprimeap2","c","alphaprimebetaprime",4,68
"5812980624","KCab-m_R","kcabm","c","alphabeta",3,72
"5813021326","KCab-m_R","kcabm","c","alphabeta",5,113
"518191547","KCa'b'-ap2_R","kcabprimeap2","d","alphaprimebetaprime",4,58
"1139921865","KCab-m_R","kcabm","c","alphabeta",4,88
"5812980379","KCab-c_R","kcabc","a","alphabeta",2,28
"940079253","KCab-m_R","kcabm","a","alphabeta",5,77
"829231457","KCab-m_R","kcabm","a","alphabeta",3,57
"301314208","KCab-c_R","kcabc","b","alphabeta",3,40
"548549000","KCa'b'-m_R","kcabprimem","c","alphaprimebetaprime",3,67
"5813021465","KCab-m_R","kcabm","c","alphabeta",5,98
"5813021999","KCab-c_R","kcabc","c","alphabeta",4,70
"5813033259","KCab-c_R","kcabc","b","alphabeta",3,41
"877659583","KCab-m_R","kcabm","b","alphabeta",4,69
"705432638","KCab-s_R","kcabs","a","alphabeta",5,66
"363384138","KCab-m_R","kcabm","b","alphabeta",3,59
"5812980947","KCab-m_R","kcabm","b","alphabeta",6,104
"5812980369","KCab-m_R","kcabm","b","alphabeta",4,54
"5812983608","KCab-c_R","kcabc","b","alphabeta",5,59
"486815976","KCa'b'-ap2_R","kcabprimeap2","c","alphaprimebetaprime",4,49
"5812982514","KCab-s_R","kcabs","c","alphabeta",6,95
"363716303","KCab-m_R","kcabm","b","alphabeta",1,29
"5812980600","KCab-c_R","kcabc","b","alphabeta",3,22
